Time,Register Name/Number,Cashier Name,Operation Type,Store Code,UPC,Line Item,Department,Category,Supplier,Supplier Code,Cost,Price,Quantity,Modifiers,Subtotal,Discounts,Net Total,Tax,Total Due,Transaction ID,Customer ID
09/21/2025 01:14 PM,Register 1,Janiyah  Chinn,SALE,*400000014814,*,LBB SP Andora blush  - 36E,general,general,Simone Perele,131343383,50.0,126.0,1.0,0.0,126.0,0.0,126.0,7.56,133.56,E78D96B6-3941-40AA-97B3-AABE04F98742,76030105
09/21/2025 01:14 PM,Register 1,Janiyah  Chinn,SALE,*400000015279,*3546608807830,LBB SP Comete Blk - 36E,general,general,not tracked,,54.5,136.0,1.0,0.0,136.0,0.0,136.0,8.16,144.16,E78D96B6-3941-40AA-97B3-AABE04F98742,76030105
09/21/2025 12:40 PM,Register 1,Alexandra Rouffignac,SALE,*400000010892,*,LBB EL Smoothie Clove - 36G,general,general,not tracked,,29.25,76.0,1.0,0.0,76.0,0.0,76.0,4.56,80.56,66180FF1-39CC-4AFC-9E9E-BF5961E4A5F5,76029941
09/21/2025 12:40 PM,Register 1,Alexandra Rouffignac,SALE,*400000018102,*19373547367,LBB EL Reja - Large Panty Black,Set,Bra and Panty,Elomi,EL303102BLK,13.5,35.0,1.0,0.0,35.0,0.0,35.0,2.1,37.1,66180FF1-39CC-4AFC-9E9E-BF5961E4A5F5,76029941
09/21/2025 12:40 PM,Register 1,Alexandra Rouffignac,SALE,*400000017648,*,LBB EL Reja - 36GG Bra Black,Set,Bra and Panty,Elomi,EL303102BLK,32.4,82.0,1.0,0.0,82.0,0.0,82.0,4.92,86.92,66180FF1-39CC-4AFC-9E9E-BF5961E4A5F5,76029941
09/21/2025 12:40 PM,Register 1,Alexandra Rouffignac,SALE,*400000025896,*3660621353311,LBB EP Leia Blu - 36G Bra,Set,general,Empreinte,07224/03224,96.0,240.0,1.0,0.0,240.0,0.0,240.0,14.4,254.4,66180FF1-39CC-4AFC-9E9E-BF5961E4A5F5,76029941
09/21/2025 12:40 PM,Register 1,Alexandra Rouffignac,SALE,*400000026060,*3660621348041,LBB EP Leia Blu - L Brief,Set,general,Empreinte,07224/03224,42.5,107.0,1.0,0.0,107.0,0.0,107.0,6.42,113.42,66180FF1-39CC-4AFC-9E9E-BF5961E4A5F5,76029941
09/21/2025 12:35 PM,Register 1,Alexandra Rouffignac,SALE,*400000003948,*,LBB AJ Arganzuela Panties - Small,general,general,not tracked,,25.0,101.0,1.0,0.0,101.0,0.0,101.0,6.06,107.06,D276CDD6-BBF8-49C5-9B71-C0D796B0E53F,
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000024431,*666884100719,LBB EUC 3.3 OZ Bottle - jasmine,general,general,not tracked,,3.85,7.0,1.0,0.0,7.0,0.0,7.0,0.42,7.42,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000003344,*,LBB MC Cut And Back Seam - 3,general,general,not tracked,,0.0,50.0,1.0,0.0,50.0,0.0,50.0,3.0,53.0,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000022253,*3102062402895,LBB AUB Sweet Obsession - S kimono denim,general,general,Aubade,,99.03,298.0,1.0,0.0,298.0,0.0,298.0,17.88,315.88,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000006277,*3102062405087,LBB AUB Vibes Bra Denim - 32D,Bra,general,Aubade,,68.22,206.0,1.0,0.0,206.0,0.0,206.0,12.36,218.36,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000006338,*3102062403632,LBB AUB Vibes Tanga Denim - Medium,general,general,Aubade,,39.17,119.0,1.0,0.0,119.0,0.0,119.0,7.14,126.14,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000022154,*9359999016358,LBB DVT Yva - M blue Sus,Set,general,Dita Von Tease,,38.25,115.0,1.0,0.0,115.0,0.0,115.0,6.9,121.9,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000021553,*9359999016525,LBB DVT Yva - 32DD blue demi,Set,general,Dita Von Tease,,36.0,109.0,1.0,0.0,109.0,0.0,109.0,6.54,115.54,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000021997,*9359999016303,LBB DVT Yva - M blue Panty,Set,general,Dita Von Tease,,22.5,69.0,1.0,0.0,69.0,0.0,69.0,4.14,73.14,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000006499,*,LBB BR Absinthe Panties - Large,general,general,not tracked,,8.0,30.0,1.0,0.0,30.0,0.0,30.0,1.8,31.8,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 05:26 PM,Register 1,Janiyah  Chinn,SALE,*400000015910,*3340443574728,LBB CH Norah Chic Blk - 32E,general,general,Chantelle,C16M10,42.24,122.0,1.0,0.0,122.0,0.0,122.0,7.32,129.32,A06410BF-C90B-45E5-A80A-200689A092D2,76027725
09/20/2025 02:45 PM,Register 1,Alexandra Rouffignac,SALE,*400000022956,*3340443029648,LBB CH Cami - M/L nude,general,general,Chantelle,C10620,23.92,61.0,1.0,0.0,61.0,0.0,61.0,3.66,64.66,50C0A1AE-C3EC-4FC5-BB9B-A6B7FC239EA8,76026288
09/20/2025 02:45 PM,Register 1,Alexandra Rouffignac,SALE,*400000015996,*3340443574742,LBB CH Norah Chic Blk - 36E,general,general,Chantelle,C16M10,40.32,122.0,1.0,0.0,122.0,0.0,122.0,7.32,129.32,50C0A1AE-C3EC-4FC5-BB9B-A6B7FC239EA8,76026288
09/20/2025 02:45 PM,Register 1,Alexandra Rouffignac,SALE,*400000023403,*3340443053308,LBB CH Mag Bralette Blk - 36F,general,general,not tracked,,37.44,100.0,1.0,0.0,100.0,0.0,100.0,6.0,106.0,50C0A1AE-C3EC-4FC5-BB9B-A6B7FC239EA8,76026288
09/20/2025 02:45 PM,Register 1,Alexandra Rouffignac,SALE,*400000009773,*3340443383030,LBB CH Norah Wirefree Nude - 36F,general,general,not tracked,,39.36,119.0,1.0,0.0,119.0,0.0,119.0,7.14,126.14,50C0A1AE-C3EC-4FC5-BB9B-A6B7FC239EA8,76026288
09/20/2025 02:45 PM,Register 1,Alexandra Rouffignac,SALE,*400000008684,*3340443574445,LBB CH Norah Chic - 36E,general,general,not tracked,,40.32,122.0,1.0,0.0,122.0,0.0,122.0,7.32,129.32,50C0A1AE-C3EC-4FC5-BB9B-A6B7FC239EA8,76026288
09/20/2025 02:32 PM,Register 1,Janiyah  Chinn,SALE,*400000018546,*,LBB HT Cotton - 30D Nude Bra,Set,Bra and Panty,Huit,,39.0,107.0,1.0,0.0,107.0,0.0,107.0,6.42,113.42,38D6D9B7-8FB1-4B34-BB8C-DDA1A1EFA7F7,76026123
09/19/2025 06:53 PM,Register 1,Alexandra Rouffignac,SALE,*400000012483,*,LBB ESC Nikita Bra Black - 34E,general,general,not tracked,,70.0,280.0,1.0,0.0,280.0,0.0,280.0,16.8,296.8,F9617F1A-7974-4768-8F51-C32B32B9F9F7,75923282
09/19/2025 06:53 PM,Register 1,Alexandra Rouffignac,SALE,*400000023724,*,LBB ESC Nikita Panty - Medium BLK,general,general,not tracked,,0.0,144.0,1.0,0.0,144.0,0.0,144.0,8.64,152.64,F9617F1A-7974-4768-8F51-C32B32B9F9F7,75923282
09/19/2025 06:53 PM,Register 1,Alexandra Rouffignac,SALE,*400000000930,*,LBB AUB Iconic Bustier - Medium,general,general,not tracked,,103.43,312.0,1.0,0.0,312.0,0.0,312.0,18.72,330.72,F9617F1A-7974-4768-8F51-C32B32B9F9F7,75923282
09/19/2025 05:27 PM,Register 1,Alexandra Rouffignac,SALE,*400000024301,*,Bra Fitting,general,general,not tracked,,0.0,25.0,1.0,0.0,25.0,0.0,25.0,0.0,25.0,21902C4C-3DBD-43ED-A489-9AE5D7F4EED1,76022208
09/19/2025 02:23 PM,Register 1,Alexandra Rouffignac,SALE,*400000024479,*3340443515042,LBB CH Norah Front close - 32G Nude,Bra,general,Chantelle,C13F60,42.24,107.0,1.0,0.0,107.0,0.0,107.0,6.42,113.42,02738D2A-4E9E-4BEB-BE6D-31A49D56CE9A,76020790
09/19/2025 02:23 PM,Register 1,Alexandra Rouffignac,SALE,*400000015934,*3340443574834,LBB CH Norah Chic Blk - 32G,general,general,Chantelle,C16M10,42.24,122.0,1.0,0.0,122.0,0.0,122.0,7.32,129.32,02738D2A-4E9E-4BEB-BE6D-31A49D56CE9A,76020790
09/19/2025 02:23 PM,Register 1,Alexandra Rouffignac,SALE,*400000011394,*,LBB EMP Leia - 32E,general,general,not tracked,,95.0,240.0,1.0,0.0,240.0,0.0,240.0,14.4,254.4,02738D2A-4E9E-4BEB-BE6D-31A49D56CE9A,76020790
09/18/2025 02:33 PM,Register 1,Alexandra Rouffignac,SALE,*400000024424,*666884100627,LBB EUC 3.3 OZ Bottle - unscented,general,general,not tracked,,3.85,7.0,1.0,0.0,7.0,0.0,7.0,0.42,7.42,69E95773-C961-4828-8C8E-A3E34441B93E,76016654
09/18/2025 02:33 PM,Register 1,Alexandra Rouffignac,SALE,*400000007151,*,LBB CH C JOLIE Nude - 32C,general,general,not tracked,,38.54,117.0,1.0,0.0,117.0,0.0,117.0,7.02,124.02,69E95773-C961-4828-8C8E-A3E34441B93E,76016654
09/18/2025 02:33 PM,Register 1,Alexandra Rouffignac,SALE,*400000023526,*3102061767797,LBB AUB Dans Plunge Opal - 32C,Bra,general,Aubade,OG12,65.58,232.0,1.0,0.0,232.0,0.0,232.0,13.92,245.92,69E95773-C961-4828-8C8E-A3E34441B93E,76016654
09/18/2025 02:33 PM,Register 1,Alexandra Rouffignac,SALE,*400000019673,*3340443823178,LBB CH Norah Plunge - 32C,Bra,Padded Plunge,Chantelle,C16MNA,40.32,122.0,1.0,0.0,122.0,0.0,122.0,7.32,129.32,69E95773-C961-4828-8C8E-A3E34441B93E,76016654
09/17/2025 06:40 PM,Register 1,Alexandra Rouffignac,SALE,*400000024325,*,Misc Taxable,general,general,not tracked,,0.0,43.57,1.0,0.0,43.57,0.0,43.57,2.61,46.18,710A4922-63B7-4241-BEBD-EA18DABDDF67,75922588
09/17/2025 03:20 PM,Register 1,Alexandra Rouffignac,SALE,*400000015347,*354660807880,LBB SP Comete Blk - 38G,general,general,not tracked,,54.5,136.0,1.0,0.0,136.0,0.0,136.0,8.16,144.16,39B549E3-C1E8-490B-875F-3FC96E7E2E46,76012954
09/17/2025 03:20 PM,Register 1,Alexandra Rouffignac,SALE,*400000015620,*,LBB SP Comete Pnk - 38G,general,general,not tracked,,54.5,136.0,1.0,0.0,136.0,0.0,136.0,8.16,144.16,39B549E3-C1E8-490B-875F-3FC96E7E2E46,76012954
09/16/2025 06:27 PM,Register 1,Ashley Harriet,SALE,*400000013183,*,LBB FR Sonic Sports Bra - 38GG,general,general,not tracked,,34.83,85.0,1.0,0.0,85.0,0.0,85.0,5.1,90.1,9144189C-1AA3-4C2E-B4E9-28D755A9B320,76010087
09/16/2025 06:27 PM,Register 1,Ashley Harriet,SALE,*400000002224,*,LBB EL KINTA - 38H,general,general,not tracked,,28.8,75.0,1.0,0.0,75.0,0.0,75.0,4.5,79.5,9144189C-1AA3-4C2E-B4E9-28D755A9B320,76010087
09/16/2025 06:27 PM,Register 1,Ashley Harriet,SALE,*400000010786,*,LBB EL Smoothie Clove - 32GG,general,general,not tracked,,29.25,76.0,1.0,0.0,76.0,0.0,76.0,4.56,80.56,9144189C-1AA3-4C2E-B4E9-28D755A9B320,76010087
09/16/2025 06:27 PM,Register 1,Ashley Harriet,SALE,*400000010236,*,LBB CK HAPPY BOOBS DENIM - 36G,general,general,not tracked,,22.2,76.0,1.0,0.0,76.0,0.0,76.0,4.56,80.56,9144189C-1AA3-4C2E-B4E9-28D755A9B320,76010087
09/16/2025 06:27 PM,Register 1,Ashley Harriet,SALE,*400000021461,*5052574929138,LBB CK Luxe Latte - 36FF,general,general,Curvy Kate,,31.35,89.0,1.0,0.0,89.0,0.0,89.0,5.34,94.34,9144189C-1AA3-4C2E-B4E9-28D755A9B320,76010087
09/16/2025 06:27 PM,Register 1,Ashley Harriet,SALE,*400000008332,*,LBB CH Lucie - 36G,general,general,not tracked,,40.32,122.0,1.0,0.0,122.0,0.0,122.0,7.32,129.32,9144189C-1AA3-4C2E-B4E9-28D755A9B320,76010087
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000002736,*,LBB EUC 16.9 OZ Bottle - Eucalyptus,general,general,not tracked,,8.85,21.0,1.0,0.0,21.0,0.0,21.0,1.26,22.26,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000005102,*3102062407234,LBB AUB Flawless Love Brief - Small,general,general,Aubade,5A20,46.21,140.0,1.0,0.0,140.0,0.0,140.0,8.4,148.4,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000024608,*0730056960415,LBB HT Deco  - 34C turq bra,Set,general,Huit,DEC-C5,58.79,148.0,1.0,0.0,148.0,0.0,148.0,8.88,156.88,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000024776,*0730056960590,LBB HT Deco  - L turq tanga,Set,general,Huit,DEC-C5,26.79,68.0,1.0,0.0,68.0,0.0,68.0,4.08,72.08,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000024769,*0730056960583,LBB HT Deco  - M turq tanga,Set,general,Huit,DEC-C5,26.79,68.0,1.0,0.0,68.0,0.0,68.0,4.08,72.08,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000022994,*354880871019,LBB SP Romance Red - 34D,Bra,Set,Simone Perele,IG2710/IG2319,56.5,150.0,1.0,0.0,150.0,0.0,150.0,9.0,159.0,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000023052,*354808871750,LBB SP Romance Red - L,Bra,Set,Simone Perele,IG2710/IG2319,56.5,87.0,1.0,0.0,87.0,0.0,87.0,5.22,92.22,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000013473,*,LBB HT ECLAT Panties - Medium Fushia,general,general,not tracked,,0.0,55.0,1.0,0.0,55.0,0.0,55.0,3.3,58.3,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000012629,*,LBB FA Beach Waves Lin - 34E,general,general,not tracked,,34.67,88.0,1.0,0.0,88.0,0.0,88.0,5.28,93.28,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000002767,*,LBB FA Beach Waves Bottom - L,general,general,not tracked,,23.36,60.0,1.0,0.0,60.0,0.0,60.0,3.6,63.6,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000022239,*3102062402765,LBB AUB Sweet Obsession - M Short denim,general,general,Aubade,,43.57,132.0,1.0,0.0,132.0,0.0,132.0,7.92,139.92,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
09/14/2025 02:54 PM,Register 1,Alexandra Rouffignac,SALE,*400000022208,*3102062402345,LBB AUB Sweet Obsession - M top denim,general,general,Aubade,,43.57,132.0,1.0,0.0,132.0,0.0,132.0,7.92,139.92,16429210-DFE3-4D15-9A5D-C233845001AB,76002238
